image_id,preprocess_ms,forward_ms,post_ms,total_ms
44877,5.43,1981.21,4.79,1994.21
45070,7.06,1932.08,4.67,1948.91
45090,4.22,2007.08,4.83,2017.85
45229,5.84,2232.73,5.39,2247.24
45472,5.75,2128.62,5.13,2143.71
45550,5.72,1858.05,4.7,1871.37
45596,6.24,2054.49,4.91,2068.74
45728,6.06,1891.92,4.61,1905.82
46031,6.08,2057.35,4.93,2072.2
46048,5.94,1924.21,4.62,1937.82
46252,5.77,2142.09,5.16,2157.59
46378,5.19,1969.97,4.75,1982.88
46463,4.89,1852.18,4.5,1864.09
46497,4.82,1987.46,4.79,1999.29
46804,6.06,2048.16,4.93,2063.99
46872,5.84,2147.52,5.22,2162.28
47010,6.26,1885.01,4.65,1899.97
47112,5.9,2015.06,4.87,2029.33
47121,6.06,2103.66,5.06,2117.5
47571,7.76,1798.16,4.35,1815.54
47585,5.99,2064.88,4.97,2079.73
47740,5.18,2091.11,5.06,2104.76
47769,4.81,1853.26,4.49,1864.79
47801,7.13,1853.44,4.52,1868.48
47819,4.91,1968.93,4.73,1981.95
47828,4.72,2018.24,4.96,2030.79
48153,5.0,1843.87,4.46,1856.93
48396,5.37,1879.52,4.63,1892.61
48504,5.62,1991.39,4.79,2005.39
48555,5.93,1878.43,4.52,1891.7
48564,5.98,1861.73,4.48,1874.74
48924,5.6,1926.0,4.67,1940.32
49060,5.47,1921.01,4.63,1934.32
49091,5.68,1857.03,4.5,1870.33
49259,6.26,2088.35,5.01,2104.05
49269,5.92,2015.76,5.14,2029.82
49759,6.52,1852.35,4.45,1866.8
49761,5.82,2126.77,5.12,2140.92
49810,5.42,2022.22,4.85,2035.99
50006,5.99,1881.56,4.58,1895.71
50145,4.37,2105.54,5.06,2116.37
50149,5.08,1967.1,4.74,1979.98
50165,5.58,1844.26,4.45,1857.82
50326,4.73,2070.26,4.95,2081.6
50331,5.94,2166.97,5.23,2181.85
50380,5.46,2107.05,5.07,2120.75
50638,5.46,1965.82,4.77,1979.82
50679,5.49,1837.7,4.45,1850.32
50811,6.84,2063.58,4.96,2079.02
50828,5.97,2041.52,4.93,2055.52
50844,4.8,1893.38,4.6,1905.54
50896,7.14,2089.36,5.04,2106.7
50943,4.77,1878.6,4.53,1890.27
51008,5.74,1899.03,4.59,1912.2
51309,5.78,1803.54,4.34,1817.49
51314,5.66,1846.76,4.75,1860.11
51326,6.21,2174.92,5.24,2190.35
51598,5.57,1880.36,4.52,1892.84
51610,5.46,1814.09,4.36,1825.77
51712,5.59,2049.79,4.94,2064.37
51738,4.93,1807.17,4.35,1818.49
51938,5.93,1813.03,4.36,1826.78
51961,6.06,2043.9,4.97,2058.43
51976,5.48,1930.56,4.68,1944.25
52007,6.35,1963.54,4.73,1978.86
52017,5.44,1839.02,4.58,1851.95
52412,5.66,2191.3,5.26,2206.0
52413,4.96,1962.61,4.73,1974.57
52462,5.49,2267.71,5.54,2282.21
52507,5.79,2535.97,6.08,2551.8
52565,5.66,2070.49,5.12,2083.63
52591,6.16,2047.21,4.91,2060.8
52891,5.41,2054.84,4.97,2068.41
52996,5.79,2153.03,5.19,2166.86
53505,6.16,2003.21,4.98,2017.05
53529,5.06,1824.17,4.43,1835.79
53624,5.7,1883.88,4.57,1898.05
53626,5.77,2008.75,4.87,2022.93
53909,6.21,1933.64,4.66,1947.95
53994,6.3,1880.29,4.53,1895.03
54123,5.36,2148.51,5.19,2163.0
54164,5.7,2542.84,6.09,2557.44
54592,5.41,1896.5,4.57,1908.79
54593,5.66,2094.75,5.06,2109.66
54605,7.22,1840.91,4.41,1855.98
54628,4.89,1976.93,5.05,1989.55
54654,6.27,2083.4,5.05,2098.28
54931,5.9,1889.19,5.21,1903.51
54967,6.62,2171.67,5.25,2186.53
55002,4.82,1795.48,4.34,1806.98
55022,6.08,2109.1,5.06,2123.64
55072,5.73,2084.55,5.03,2098.98
55150,6.08,1940.92,4.69,1954.92
55167,5.29,1889.83,4.55,1903.14
55299,5.47,1841.65,4.43,1854.07
55528,5.65,1864.1,4.58,1876.91
55950,6.35,2092.42,5.04,2107.26
56127,7.16,2018.32,4.87,2034.7
56288,6.12,1863.17,4.45,1877.89
56344,5.93,1848.86,4.43,1862.05
56350,6.85,1995.86,4.77,2010.58
56545,6.6,1890.68,4.54,1905.36
